"participantId","bot","questionId","score","score_type"
"P2_12_33","Bot2","q12",4,"emotional"
"P2_12_34","Bot2","q12",4,"emotional"
"P2_12_35","Bot2","q12",2,"emotional"
"P2_12_36","Bot2","q12",3,"emotional"
"P2_12_37","Bot2","q12",3,"emotional"
"P2_12_38","Bot2","q12",4,"emotional"
"P2_12_39","Bot2","q12",2,"emotional"
"P2_12_40","Bot2","q12",3,"emotional"
"P2_12_41","Bot2","q12",4,"emotional"
"P2_12_42","Bot2","q12",4,"emotional"
"P2_12_43","Bot2","q12",4,"emotional"
"P2_12_44","Bot2","q12",3,"emotional"
"P2_12_45","Bot2","q12",3,"emotional"
"P3_1_1","Bot3","q1",2,"engagement"
"P3_1_2","Bot3","q1",5,"engagement"
"P3_1_3","Bot3","q1",4,"engagement"
"P3_1_4","Bot3","q1",3,"engagement"
"P3_1_5","Bot3","q1",3,"engagement"
"P3_1_6","Bot3","q1",2,"engagement"
"P3_1_7","Bot3","q1",3,"engagement"
"P3_1_8","Bot3","q1",2,"engagement"
"P3_1_9","Bot3","q1",2,"engagement"
"P3_1_10","Bot3","q1",5,"engagement"
"P3_1_11","Bot3","q1",2,"engagement"
"P3_1_12","Bot3","q1",4,"engagement"
"P3_1_13","Bot3","q1",3,"engagement"
"P3_1_14","Bot3","q1",5,"engagement"
"P3_1_15","Bot3","q1",2,"engagement"
"P3_1_16","Bot3","q1",2,"engagement"
"P3_1_17","Bot3","q1",4,"engagement"
"P3_1_18","Bot3","q1",3,"engagement"
"P3_1_19","Bot3","q1",4,"engagement"
"P3_1_20","Bot3","q1",5,"engagement"
"P3_1_21","Bot3","q1",4,"engagement"
"P3_1_22","Bot3","q1",3,"engagement"
"P3_1_23","Bot3","q1",4,"engagement"
"P3_1_24","Bot3","q1",5,"engagement"
"P3_1_25","Bot3","q1",2,"engagement"
"P3_1_26","Bot3","q1",5,"engagement"
"P3_1_27","Bot3","q1",5,"engagement"
"P3_1_28","Bot3","q1",3,"engagement"
"P3_1_29","Bot3","q1",4,"engagement"
"P3_1_30","Bot3","q1",3,"engagement"
"P3_1_31","Bot3","q1",3,"engagement"
"P3_1_32","Bot3","q1",4,"engagement"
"P3_1_33","Bot3","q1",3,"engagement"
"P3_1_34","Bot3","q1",5,"engagement"
"P3_1_35","Bot3","q1",4,"engagement"
"P3_1_36","Bot3","q1",5,"engagement"
"P3_1_37","Bot3","q1",5,"engagement"
"P3_1_38","Bot3","q1",4,"engagement"
"P3_1_39","Bot3","q1",3,"engagement"
"P3_1_40","Bot3","q1",4,"engagement"
"P3_1_41","Bot3","q1",5,"engagement"
"P3_1_42","Bot3","q1",3,"engagement"
"P3_1_43","Bot3","q1",5,"engagement"
"P3_1_44","Bot3","q1",3,"engagement"
"P3_1_45","Bot3","q1",3,"engagement"
"P3_2_1","Bot3","q2",5,"engagement"
"P3_2_2","Bot3","q2",5,"engagement"
"P3_2_3","Bot3","q2",3,"engagement"
"P3_2_4","Bot3","q2",5,"engagement"
"P3_2_5","Bot3","q2",4,"engagement"
"P3_2_6","Bot3","q2",4,"engagement"
"P3_2_7","Bot3","q2",2,"engagement"
"P3_2_8","Bot3","q2",2,"engagement"
"P3_2_9","Bot3","q2",3,"engagement"
"P3_2_10","Bot3","q2",3,"engagement"
"P3_2_11","Bot3","q2",4,"engagement"
"P3_2_12","Bot3","q2",5,"engagement"
"P3_2_13","Bot3","q2",3,"engagement"
"P3_2_14","Bot3","q2",5,"engagement"
"P3_2_15","Bot3","q2",5,"engagement"
"P3_2_16","Bot3","q2",3,"engagement"
"P3_2_17","Bot3","q2",3,"engagement"
"P3_2_18","Bot3","q2",2,"engagement"
"P3_2_19","Bot3","q2",4,"engagement"
"P3_2_20","Bot3","q2",2,"engagement"
"P3_2_21","Bot3","q2",3,"engagement"
"P3_2_22","Bot3","q2",5,"engagement"
"P3_2_23","Bot3","q2",4,"engagement"
"P3_2_24","Bot3","q2",3,"engagement"
"P3_2_25","Bot3","q2",2,"engagement"
"P3_2_26","Bot3","q2",4,"engagement"
"P3_2_27","Bot3","q2",5,"engagement"
"P3_2_28","Bot3","q2",2,"engagement"
"P3_2_29","Bot3","q2",4,"engagement"
"P3_2_30","Bot3","q2",4,"engagement"
"P3_2_31","Bot3","q2",2,"engagement"
"P3_2_32","Bot3","q2",5,"engagement"
"P3_2_33","Bot3","q2",5,"engagement"
"P3_2_34","Bot3","q2",3,"engagement"
"P3_2_35","Bot3","q2",4,"engagement"
"P3_2_36","Bot3","q2",4,"engagement"
"P3_2_37","Bot3","q2",2,"engagement"
"P3_2_38","Bot3","q2",5,"engagement"
"P3_2_39","Bot3","q2",2,"engagement"
"P3_2_40","Bot3","q2",3,"engagement"
"P3_2_41","Bot3","q2",3,"engagement"
"P3_2_42","Bot3","q2",5,"engagement"
"P3_2_43","Bot3","q2",3,"engagement"
"P3_2_44","Bot3","q2",4,"engagement"
"P3_2_45","Bot3","q2",4,"engagement"
"P3_3_1","Bot3","q3",3,"engagement"
"P3_3_2","Bot3","q3",4,"engagement"
"P3_3_3","Bot3","q3",4,"engagement"
"P3_3_4","Bot3","q3",4,"engagement"
"P3_3_5","Bot3","q3",4,"engagement"
"P3_3_6","Bot3","q3",3,"engagement"
"P3_3_7","Bot3","q3",3,"engagement"
"P3_3_8","Bot3","q3",5,"engagement"
"P3_3_9","Bot3","q3",5,"engagement"
"P3_3_10","Bot3","q3",5,"engagement"
"P3_3_11","Bot3","q3",5,"engagement"
"P3_3_12","Bot3","q3",2,"engagement"
"P3_3_13","Bot3","q3",3,"engagement"
"P3_3_14","Bot3","q3",4,"engagement"
"P3_3_15","Bot3","q3",5,"engagement"
"P3_3_16","Bot3","q3",2,"engagement"
"P3_3_17","Bot3","q3",5,"engagement"
"P3_3_18","Bot3","q3",5,"engagement"
"P3_3_19","Bot3","q3",3,"engagement"
"P3_3_20","Bot3","q3",4,"engagement"
"P3_3_21","Bot3","q3",5,"engagement"
"P3_3_22","Bot3","q3",5,"engagement"
"P3_3_23","Bot3","q3",1,"engagement"
"P3_3_24","Bot3","q3",3,"engagement"
"P3_3_25","Bot3","q3",4,"engagement"
"P3_3_26","Bot3","q3",5,"engagement"
"P3_3_27","Bot3","q3",3,"engagement"
"P3_3_28","Bot3","q3",3,"engagement"
"P3_3_29","Bot3","q3",3,"engagement"
"P3_3_30","Bot3","q3",3,"engagement"
"P3_3_31","Bot3","q3",3,"engagement"
"P3_3_32","Bot3","q3",5,"engagement"
"P3_3_33","Bot3","q3",3,"engagement"
"P3_3_34","Bot3","q3",2,"engagement"
"P3_3_35","Bot3","q3",3,"engagement"
"P3_3_36","Bot3","q3",3,"engagement"
"P3_3_37","Bot3","q3",5,"engagement"
"P3_3_38","Bot3","q3",4,"engagement"
"P3_3_39","Bot3","q3",5,"engagement"
"P3_3_40","Bot3","q3",5,"engagement"
"P3_3_41","Bot3","q3",5,"engagement"
"P3_3_42","Bot3","q3",5,"engagement"
"P3_3_43","Bot3","q3",3,"engagement"
"P3_3_44","Bot3","q3",4,"engagement"
"P3_3_45","Bot3","q3",4,"engagement"
"P3_4_1","Bot3","q4",4,"engagement"
"P3_4_2","Bot3","q4",3,"engagement"
"P3_4_3","Bot3","q4",4,"engagement"
"P3_4_4","Bot3","q4",4,"engagement"
"P3_4_5","Bot3","q4",2,"engagement"
"P3_4_6","Bot3","q4",5,"engagement"
"P3_4_7","Bot3","q4",2,"engagement"
"P3_4_8","Bot3","q4",3,"engagement"
"P3_4_9","Bot3","q4",3,"engagement"
"P3_4_10","Bot3","q4",3,"engagement"
"P3_4_11","Bot3","q4",1,"engagement"
"P3_4_12","Bot3","q4",3,"engagement"
"P3_4_13","Bot3","q4",1,"engagement"
"P3_4_14","Bot3","q4",3,"engagement"
"P3_4_15","Bot3","q4",4,"engagement"
"P3_4_16","Bot3","q4",3,"engagement"
"P3_4_17","Bot3","q4",5,"engagement"
"P3_4_18","Bot3","q4",3,"engagement"
"P3_4_19","Bot3","q4",5,"engagement"
"P3_4_20","Bot3","q4",1,"engagement"
"P3_4_21","Bot3","q4",5,"engagement"
"P3_4_22","Bot3","q4",5,"engagement"
"P3_4_23","Bot3","q4",4,"engagement"
"P3_4_24","Bot3","q4",4,"engagement"
"P3_4_25","Bot3","q4",3,"engagement"
"P3_4_26","Bot3","q4",4,"engagement"
"P3_4_27","Bot3","q4",3,"engagement"
"P3_4_28","Bot3","q4",5,"engagement"
"P3_4_29","Bot3","q4",5,"engagement"
"P3_4_30","Bot3","q4",3,"engagement"
"P3_4_31","Bot3","q4",3,"engagement"
"P3_4_32","Bot3","q4",4,"engagement"
"P3_4_33","Bot3","q4",4,"engagement"
"P3_4_34","Bot3","q4",3,"engagement"
"P3_4_35","Bot3","q4",2,"engagement"
"P3_4_36","Bot3","q4",3,"engagement"
"P3_4_37","Bot3","q4",2,"engagement"
"P3_4_38","Bot3","q4",5,"engagement"
"P3_4_39","Bot3","q4",4,"engagement"
"P3_4_40","Bot3","q4",2,"engagement"
"P3_4_41","Bot3","q4",2,"engagement"
"P3_4_42","Bot3","q4",3,"engagement"
"P3_4_43","Bot3","q4",4,"engagement"
"P3_4_44","Bot3","q4",4,"engagement"
"P3_4_45","Bot3","q4",5,"engagement"
"P3_5_1","Bot3","q5",3,"engagement"
"P3_5_2","Bot3","q5",2,"engagement"
"P3_5_3","Bot3","q5",1,"engagement"
"P3_5_4","Bot3","q5",3,"engagement"
"P3_5_5","Bot3","q5",5,"engagement"
"P3_5_6","Bot3","q5",4,"engagement"
"P3_5_7","Bot3","q5",4,"engagement"
"P3_5_8","Bot3","q5",2,"engagement"
"P3_5_9","Bot3","q5",5,"engagement"
"P3_5_10","Bot3","q5",4,"engagement"
"P3_5_11","Bot3","q5",5,"engagement"
"P3_5_12","Bot3","q5",5,"engagement"
"P3_5_13","Bot3","q5",2,"engagement"
"P3_5_14","Bot3","q5",3,"engagement"
"P3_5_15","Bot3","q5",2,"engagement"
"P3_5_16","Bot3","q5",5,"engagement"
"P3_5_17","Bot3","q5",1,"engagement"
"P3_5_18","Bot3","q5",5,"engagement"
"P3_5_19","Bot3","q5",5,"engagement"
"P3_5_20","Bot3","q5",3,"engagement"
"P3_5_21","Bot3","q5",4,"engagement"
"P3_5_22","Bot3","q5",2,"engagement"
"P3_5_23","Bot3","q5",5,"engagement"
"P3_5_24","Bot3","q5",3,"engagement"
"P3_5_25","Bot3","q5",3,"engagement"
"P3_5_26","Bot3","q5",1,"engagement"
"P3_5_27","Bot3","q5",4,"engagement"
"P3_5_28","Bot3","q5",4,"engagement"
"P3_5_29","Bot3","q5",1,"engagement"
"P3_5_30","Bot3","q5",1,"engagement"
"P3_5_31","Bot3","q5",4,"engagement"
"P3_5_32","Bot3","q5",5,"engagement"
"P3_5_33","Bot3","q5",3,"engagement"
"P3_5_34","Bot3","q5",4,"engagement"
"P3_5_35","Bot3","q5",5,"engagement"
"P3_5_36","Bot3","q5",5,"engagement"
"P3_5_37","Bot3","q5",5,"engagement"
"P3_5_38","Bot3","q5",2,"engagement"
"P3_5_39","Bot3","q5",2,"engagement"
"P3_5_40","Bot3","q5",3,"engagement"
"P3_5_41","Bot3","q5",3,"engagement"
"P3_5_42","Bot3","q5",4,"engagement"
"P3_5_43","Bot3","q5",4,"engagement"
"P3_5_44","Bot3","q5",5,"engagement"
"P3_5_45","Bot3","q5",4,"engagement"
"P3_6_1","Bot3","q6",3,"engagement"
"P3_6_2","Bot3","q6",5,"engagement"
"P3_6_3","Bot3","q6",4,"engagement"
"P3_6_4","Bot3","q6",1,"engagement"
"P3_6_5","Bot3","q6",2,"engagement"
"P3_6_6","Bot3","q6",4,"engagement"
"P3_6_7","Bot3","q6",2,"engagement"
"P3_6_8","Bot3","q6",2,"engagement"
"P3_6_9","Bot3","q6",4,"engagement"
"P3_6_10","Bot3","q6",5,"engagement"
"P3_6_11","Bot3","q6",2,"engagement"
"P3_6_12","Bot3","q6",5,"engagement"
"P3_6_13","Bot3","q6",2,"engagement"
"P3_6_14","Bot3","q6",3,"engagement"
"P3_6_15","Bot3","q6",2,"engagement"
"P3_6_16","Bot3","q6",3,"engagement"
"P3_6_17","Bot3","q6",1,"engagement"
"P3_6_18","Bot3","q6",1,"engagement"
"P3_6_19","Bot3","q6",3,"engagement"
"P3_6_20","Bot3","q6",1,"engagement"
"P3_6_21","Bot3","q6",5,"engagement"
"P3_6_22","Bot3","q6",4,"engagement"
"P3_6_23","Bot3","q6",3,"engagement"
"P3_6_24","Bot3","q6",4,"engagement"
"P3_6_25","Bot3","q6",3,"engagement"
"P3_6_26","Bot3","q6",1,"engagement"
"P3_6_27","Bot3","q6",1,"engagement"
"P3_6_28","Bot3","q6",4,"engagement"
"P3_6_29","Bot3","q6",2,"engagement"
"P3_6_30","Bot3","q6",5,"engagement"
"P3_6_31","Bot3","q6",2,"engagement"
"P3_6_32","Bot3","q6",4,"engagement"
"P3_6_33","Bot3","q6",3,"engagement"
"P3_6_34","Bot3","q6",3,"engagement"
"P3_6_35","Bot3","q6",1,"engagement"
"P3_6_36","Bot3","q6",4,"engagement"
"P3_6_37","Bot3","q6",4,"engagement"
"P3_6_38","Bot3","q6",5,"engagement"
"P3_6_39","Bot3","q6",1,"engagement"
"P3_6_40","Bot3","q6",3,"engagement"
"P3_6_41","Bot3","q6",3,"engagement"
"P3_6_42","Bot3","q6",4,"engagement"
"P3_6_43","Bot3","q6",4,"engagement"
"P3_6_44","Bot3","q6",2,"engagement"
"P3_6_45","Bot3","q6",3,"engagement"
"P3_7_1","Bot3","q7",3,"emotional"
"P3_7_2","Bot3","q7",3,"emotional"
"P3_7_3","Bot3","q7",3,"emotional"
"P3_7_4","Bot3","q7",3,"emotional"
"P3_7_5","Bot3","q7",5,"emotional"
"P3_7_6","Bot3","q7",5,"emotional"
"P3_7_7","Bot3","q7",2,"emotional"
"P3_7_8","Bot3","q7",3,"emotional"
"P3_7_9","Bot3","q7",2,"emotional"
"P3_7_10","Bot3","q7",2,"emotional"
"P3_7_11","Bot3","q7",4,"emotional"
"P3_7_12","Bot3","q7",4,"emotional"
"P3_7_13","Bot3","q7",4,"emotional"
"P3_7_14","Bot3","q7",4,"emotional"
"P3_7_15","Bot3","q7",5,"emotional"
"P3_7_16","Bot3","q7",5,"emotional"
"P3_7_17","Bot3","q7",4,"emotional"
"P3_7_18","Bot3","q7",4,"emotional"
"P3_7_19","Bot3","q7",5,"emotional"
"P3_7_20","Bot3","q7",1,"emotional"
"P3_7_21","Bot3","q7",2,"emotional"
"P3_7_22","Bot3","q7",4,"emotional"
"P3_7_23","Bot3","q7",4,"emotional"
"P3_7_24","Bot3","q7",5,"emotional"
"P3_7_25","Bot3","q7",2,"emotional"
"P3_7_26","Bot3","q7",4,"emotional"
"P3_7_27","Bot3","q7",3,"emotional"
"P3_7_28","Bot3","q7",1,"emotional"
"P3_7_29","Bot3","q7",4,"emotional"
"P3_7_30","Bot3","q7",4,"emotional"
"P3_7_31","Bot3","q7",5,"emotional"
"P3_7_32","Bot3","q7",4,"emotional"
"P3_7_33","Bot3","q7",4,"emotional"
"P3_7_34","Bot3","q7",5,"emotional"
"P3_7_35","Bot3","q7",4,"emotional"
"P3_7_36","Bot3","q7",1,"emotional"
"P3_7_37","Bot3","q7",4,"emotional"
"P3_7_38","Bot3","q7",4,"emotional"
"P3_7_39","Bot3","q7",3,"emotional"
"P3_7_40","Bot3","q7",5,"emotional"
"P3_7_41","Bot3","q7",2,"emotional"
"P3_7_42","Bot3","q7",3,"emotional"
"P3_7_43","Bot3","q7",4,"emotional"
"P3_7_44","Bot3","q7",5,"emotional"
"P3_7_45","Bot3","q7",2,"emotional"
"P3_8_1","Bot3","q8",1,"emotional"
"P3_8_2","Bot3","q8",5,"emotional"
"P3_8_3","Bot3","q8",4,"emotional"
"P3_8_4","Bot3","q8",2,"emotional"
"P3_8_5","Bot3","q8",5,"emotional"
"P3_8_6","Bot3","q8",4,"emotional"
"P3_8_7","Bot3","q8",3,"emotional"
"P3_8_8","Bot3","q8",2,"emotional"
"P3_8_9","Bot3","q8",3,"emotional"
"P3_8_10","Bot3","q8",3,"emotional"
"P3_8_11","Bot3","q8",5,"emotional"
"P3_8_12","Bot3","q8",5,"emotional"
"P3_8_13","Bot3","q8",4,"emotional"
"P3_8_14","Bot3","q8",4,"emotional"
"P3_8_15","Bot3","q8",2,"emotional"
"P3_8_16","Bot3","q8",4,"emotional"
"P3_8_17","Bot3","q8",2,"emotional"
"P3_8_18","Bot3","q8",2,"emotional"
"P3_8_19","Bot3","q8",2,"emotional"
"P3_8_20","Bot3","q8",4,"emotional"
"P3_8_21","Bot3","q8",3,"emotional"
"P3_8_22","Bot3","q8",2,"emotional"
"P3_8_23","Bot3","q8",2,"emotional"
"P3_8_24","Bot3","q8",4,"emotional"
"P3_8_25","Bot3","q8",5,"emotional"
"P3_8_26","Bot3","q8",2,"emotional"
"P3_8_27","Bot3","q8",1,"emotional"
"P3_8_28","Bot3","q8",5,"emotional"
"P3_8_29","Bot3","q8",4,"emotional"
"P3_8_30","Bot3","q8",1,"emotional"
"P3_8_31","Bot3","q8",3,"emotional"
"P3_8_32","Bot3","q8",2,"emotional"
"P3_8_33","Bot3","q8",4,"emotional"
"P3_8_34","Bot3","q8",1,"emotional"
"P3_8_35","Bot3","q8",5,"emotional"
"P3_8_36","Bot3","q8",4,"emotional"
"P3_8_37","Bot3","q8",3,"emotional"
"P3_8_38","Bot3","q8",3,"emotional"
"P3_8_39","Bot3","q8",2,"emotional"
"P3_8_40","Bot3","q8",4,"emotional"
"P3_8_41","Bot3","q8",2,"emotional"
"P3_8_42","Bot3","q8",1,"emotional"
"P3_8_43","Bot3","q8",3,"emotional"
"P3_8_44","Bot3","q8",4,"emotional"
"P3_8_45","Bot3","q8",2,"emotional"
"P3_9_1","Bot3","q9",5,"emotional"
"P3_9_2","Bot3","q9",2,"emotional"
"P3_9_3","Bot3","q9",5,"emotional"
"P3_9_4","Bot3","q9",5,"emotional"
"P3_9_5","Bot3","q9",5,"emotional"
"P3_9_6","Bot3","q9",3,"emotional"
"P3_9_7","Bot3","q9",2,"emotional"
"P3_9_8","Bot3","q9",5,"emotional"
"P3_9_9","Bot3","q9",4,"emotional"
"P3_9_10","Bot3","q9",5,"emotional"
"P3_9_11","Bot3","q9",4,"emotional"
"P3_9_12","Bot3","q9",4,"emotional"
"P3_9_13","Bot3","q9",1,"emotional"
"P3_9_14","Bot3","q9",5,"emotional"
"P3_9_15","Bot3","q9",5,"emotional"
"P3_9_16","Bot3","q9",2,"emotional"
"P3_9_17","Bot3","q9",4,"emotional"
"P3_9_18","Bot3","q9",3,"emotional"
"P3_9_19","Bot3","q9",4,"emotional"
"P3_9_20","Bot3","q9",5,"emotional"
"P3_9_21","Bot3","q9",5,"emotional"
"P3_9_22","Bot3","q9",4,"emotional"
"P3_9_23","Bot3","q9",4,"emotional"
"P3_9_24","Bot3","q9",5,"emotional"
"P3_9_25","Bot3","q9",3,"emotional"
"P3_9_26","Bot3","q9",5,"emotional"
"P3_9_27","Bot3","q9",2,"emotional"
"P3_9_28","Bot3","q9",5,"emotional"
"P3_9_29","Bot3","q9",4,"emotional"
"P3_9_30","Bot3","q9",5,"emotional"
"P3_9_31","Bot3","q9",4,"emotional"
"P3_9_32","Bot3","q9",4,"emotional"
"P3_9_33","Bot3","q9",3,"emotional"
"P3_9_34","Bot3","q9",2,"emotional"
"P3_9_35","Bot3","q9",2,"emotional"
"P3_9_36","Bot3","q9",4,"emotional"
"P3_9_37","Bot3","q9",4,"emotional"
"P3_9_38","Bot3","q9",3,"emotional"
"P3_9_39","Bot3","q9",4,"emotional"
"P3_9_40","Bot3","q9",4,"emotional"
"P3_9_41","Bot3","q9",4,"emotional"
"P3_9_42","Bot3","q9",3,"emotional"
"P3_9_43","Bot3","q9",4,"emotional"
"P3_9_44","Bot3","q9",2,"emotional"
"P3_9_45","Bot3","q9",2,"emotional"
"P3_10_1","Bot3","q10",4,"emotional"
"P3_10_2","Bot3","q10",1,"emotional"
"P3_10_3","Bot3","q10",2,"emotional"
"P3_10_4","Bot3","q10",4,"emotional"
"P3_10_5","Bot3","q10",2,"emotional"
"P3_10_6","Bot3","q10",1,"emotional"
"P3_10_7","Bot3","q10",4,"emotional"
"P3_10_8","Bot3","q10",5,"emotional"
"P3_10_9","Bot3","q10",4,"emotional"
"P3_10_10","Bot3","q10",5,"emotional"
"P3_10_11","Bot3","q10",2,"emotional"
"P3_10_12","Bot3","q10",1,"emotional"
"P3_10_13","Bot3","q10",3,"emotional"
"P3_10_14","Bot3","q10",2,"emotional"
"P3_10_15","Bot3","q10",5,"emotional"
"P3_10_16","Bot3","q10",3,"emotional"
"P3_10_17","Bot3","q10",3,"emotional"
"P3_10_18","Bot3","q10",3,"emotional"
"P3_10_19","Bot3","q10",4,"emotional"
"P3_10_20","Bot3","q10",2,"emotional"
"P3_10_21","Bot3","q10",3,"emotional"
"P3_10_22","Bot3","q10",2,"emotional"
"P3_10_23","Bot3","q10",2,"emotional"
"P3_10_24","Bot3","q10",3,"emotional"
"P3_10_25","Bot3","q10",5,"emotional"
"P3_10_26","Bot3","q10",5,"emotional"
"P3_10_27","Bot3","q10",3,"emotional"
"P3_10_28","Bot3","q10",3,"emotional"
"P3_10_29","Bot3","q10",4,"emotional"
"P3_10_30","Bot3","q10",2,"emotional"
"P3_10_31","Bot3","q10",4,"emotional"
"P3_10_32","Bot3","q10",1,"emotional"
"P3_10_33","Bot3","q10",5,"emotional"
"P3_10_34","Bot3","q10",3,"emotional"
"P3_10_35","Bot3","q10",2,"emotional"
"P3_10_36","Bot3","q10",3,"emotional"
"P3_10_37","Bot3","q10",3,"emotional"
"P3_10_38","Bot3","q10",5,"emotional"
"P3_10_39","Bot3","q10",2,"emotional"
"P3_10_40","Bot3","q10",2,"emotional"
"P3_10_41","Bot3","q10",4,"emotional"
"P3_10_42","Bot3","q10",3,"emotional"
"P3_10_43","Bot3","q10",2,"emotional"
"P3_10_44","Bot3","q10",3,"emotional"
"P3_10_45","Bot3","q10",4,"emotional"
"P3_11_1","Bot3","q11",3,"emotional"
"P3_11_2","Bot3","q11",2,"emotional"
"P3_11_3","Bot3","q11",3,"emotional"
"P3_11_4","Bot3","q11",5,"emotional"
"P3_11_5","Bot3","q11",2,"emotional"
"P3_11_6","Bot3","q11",4,"emotional"
"P3_11_7","Bot3","q11",2,"emotional"
"P3_11_8","Bot3","q11",4,"emotional"
"P3_11_9","Bot3","q11",2,"emotional"
"P3_11_10","Bot3","q11",1,"emotional"
"P3_11_11","Bot3","q11",2,"emotional"
"P3_11_12","Bot3","q11",4,"emotional"
"P3_11_13","Bot3","q11",1,"emotional"
"P3_11_14","Bot3","q11",3,"emotional"
"P3_11_15","Bot3","q11",4,"emotional"
"P3_11_16","Bot3","q11",5,"emotional"
"P3_11_17","Bot3","q11",5,"emotional"
"P3_11_18","Bot3","q11",5,"emotional"
"P3_11_19","Bot3","q11",2,"emotional"
"P3_11_20","Bot3","q11",3,"emotional"
"P3_11_21","Bot3","q11",5,"emotional"
"P3_11_22","Bot3","q11",2,"emotional"
"P3_11_23","Bot3","q11",4,"emotional"
"P3_11_24","Bot3","q11",5,"emotional"
"P3_11_25","Bot3","q11",2,"emotional"
"P3_11_26","Bot3","q11",3,"emotional"
"P3_11_27","Bot3","q11",4,"emotional"
"P3_11_28","Bot3","q11",1,"emotional"
"P3_11_29","Bot3","q11",2,"emotional"
"P3_11_30","Bot3","q11",1,"emotional"
"P3_11_31","Bot3","q11",1,"emotional"
"P3_11_32","Bot3","q11",5,"emotional"
"P3_11_33","Bot3","q11",5,"emotional"
"P3_11_34","Bot3","q11",1,"emotional"
"P3_11_35","Bot3","q11",3,"emotional"
"P3_11_36","Bot3","q11",1,"emotional"
"P3_11_37","Bot3","q11",3,"emotional"
"P3_11_38","Bot3","q11",4,"emotional"
"P3_11_39","Bot3","q11",1,"emotional"
"P3_11_40","Bot3","q11",2,"emotional"
"P3_11_41","Bot3","q11",5,"emotional"
"P3_11_42","Bot3","q11",4,"emotional"
"P3_11_43","Bot3","q11",4,"emotional"
"P3_11_44","Bot3","q11",3,"emotional"
"P3_11_45","Bot3","q11",4,"emotional"
"P3_12_1","Bot3","q12",3,"emotional"
"P3_12_2","Bot3","q12",3,"emotional"
"P3_12_3","Bot3","q12",2,"emotional"
"P3_12_4","Bot3","q12",5,"emotional"
"P3_12_5","Bot3","q12",1,"emotional"
"P3_12_6","Bot3","q12",5,"emotional"
"P3_12_7","Bot3","q12",3,"emotional"
"P3_12_8","Bot3","q12",5,"emotional"
"P3_12_9","Bot3","q12",4,"emotional"
"P3_12_10","Bot3","q12",5,"emotional"
"P3_12_11","Bot3","q12",3,"emotional"
"P3_12_12","Bot3","q12",4,"emotional"
"P3_12_13","Bot3","q12",3,"emotional"
"P3_12_14","Bot3","q12",4,"emotional"
"P3_12_15","Bot3","q12",2,"emotional"
"P3_12_16","Bot3","q12",4,"emotional"
"P3_12_17","Bot3","q12",5,"emotional"
"P3_12_18","Bot3","q12",5,"emotional"
"P3_12_19","Bot3","q12",2,"emotional"
"P3_12_20","Bot3","q12",2,"emotional"
"P3_12_21","Bot3","q12",3,"emotional"
"P3_12_22","Bot3","q12",3,"emotional"
"P3_12_23","Bot3","q12",2,"emotional"
"P3_12_24","Bot3","q12",5,"emotional"
"P3_12_25","Bot3","q12",2,"emotional"
"P3_12_26","Bot3","q12",5,"emotional"
"P3_12_27","Bot3","q12",3,"emotional"
"P3_12_28","Bot3","q12",5,"emotional"
"P3_12_29","Bot3","q12",4,"emotional"
"P3_12_30","Bot3","q12",1,"emotional"
"P3_12_31","Bot3","q12",3,"emotional"
"P3_12_32","Bot3","q12",4,"emotional"
"P3_12_33","Bot3","q12",4,"emotional"
"P3_12_34","Bot3","q12",1,"emotional"
"P3_12_35","Bot3","q12",5,"emotional"
"P3_12_36","Bot3","q12",3,"emotional"
"P3_12_37","Bot3","q12",3,"emotional"
"P3_12_38","Bot3","q12",4,"emotional"
"P3_12_39","Bot3","q12",3,"emotional"
"P3_12_40","Bot3","q12",3,"emotional"
"P3_12_41","Bot3","q12",4,"emotional"
"P3_12_42","Bot3","q12",4,"emotional"
"P3_12_43","Bot3","q12",2,"emotional"
"P3_12_44","Bot3","q12",5,"emotional"
"P3_12_45","Bot3","q12",4,"emotional"
